dataset_type,user_id,full_name,username,role,department,access_level,timestamp,date,ip_address,login_time,session_duration_minutes,command_type,resource_accessed,privilege_level,event_frequency
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-02 10:05:00,2026-04-02,192.168.1.30,09:07:00,470,cd /home/jwalker/docs,system,1,8
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-02 10:08:00,2026-04-02,192.168.1.20,09:18:00,75,cat /var/log/syslog,logs,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-02 10:18:00,2026-04-02,192.168.1.20,09:18:00,75,logout,logs,2,7
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-02 11:03:00,2026-04-02,192.168.1.30,09:07:00,470,save file,documents,1,8
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-02 12:01:00,2026-04-02,192.168.1.30,09:07:00,470,save file,documents,1,8
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-02 12:59:00,2026-04-02,192.168.1.30,09:07:00,470,open file,documents,1,8
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-02 13:00:00,2026-04-02,192.168.1.20,13:00:00,60,login,logs,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-02 13:08:00,2026-04-02,192.168.1.20,13:00:00,60,cat /var/log/auth.log,logs,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-02 13:16:00,2026-04-02,192.168.1.20,13:00:00,60,python3 analysis.py,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-02 13:24:00,2026-04-02,192.168.1.20,13:00:00,60,login,logs,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-02 13:32:00,2026-04-02,192.168.1.20,13:00:00,60,open dashboard,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-02 13:40:00,2026-04-02,192.168.1.20,13:00:00,60,python3 analysis.py,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-02 13:48:00,2026-04-02,192.168.1.20,13:00:00,60,logout,logs,2,7
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-02 13:57:00,2026-04-02,192.168.1.30,09:07:00,470,save file,documents,1,8
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-02 14:00:00,2026-04-02,192.168.1.10,14:00:00,30,login,logs,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-02 14:05:00,2026-04-02,192.168.1.10,14:00:00,30,apt upgrade,system,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-02 14:10:00,2026-04-02,192.168.1.10,14:00:00,30,top,system,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-02 14:15:00,2026-04-02,192.168.1.10,14:00:00,30,journalctl,system,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-02 14:20:00,2026-04-02,192.168.1.10,14:00:00,30,journalctl,system,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-02 14:25:00,2026-04-02,192.168.1.10,14:00:00,30,logout,logs,3,6
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-02 14:55:00,2026-04-02,192.168.1.30,09:07:00,470,logout,logs,1,8
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-02 15:53:00,2026-04-02,192.168.1.30,09:07:00,470,logout,logs,1,8
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-02 15:57:00,2026-04-02,192.168.1.20,15:57:00,35,login,logs,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-02 16:02:00,2026-04-02,192.168.1.20,15:57:00,35,open dashboard,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-02 16:07:00,2026-04-02,192.168.1.20,15:57:00,35,logout,logs,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-02 16:12:00,2026-04-02,192.168.1.20,15:57:00,35,python3 analysis.py,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-02 16:17:00,2026-04-02,192.168.1.20,15:57:00,35,cat /var/log/auth.log,logs,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-02 16:22:00,2026-04-02,192.168.1.20,15:57:00,35,export report,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-02 16:27:00,2026-04-02,192.168.1.20,15:57:00,35,logout,logs,2,7
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-03 08:34:00,2026-04-03,192.168.1.10,08:34:00,60,login,logs,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-03 08:44:00,2026-04-03,192.168.1.10,08:34:00,60,htop,system,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-03 08:54:00,2026-04-03,192.168.1.10,08:34:00,60,journalctl,system,3,6
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-03 09:00:00,2026-04-03,192.168.1.30,09:00:00,470,login,logs,1,8
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-03 09:04:00,2026-04-03,192.168.1.10,08:34:00,60,cat /var/log/auth.log,logs,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-03 09:14:00,2026-04-03,192.168.1.10,08:34:00,60,top,system,3,6
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 09:15:00,2026-04-03,192.168.1.20,09:15:00,75,login,logs,2,7
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-03 09:24:00,2026-04-03,192.168.1.10,08:34:00,60,logout,logs,3,6
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 09:25:00,2026-04-03,192.168.1.20,09:15:00,75,cat /var/log/auth.log,logs,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 09:35:00,2026-04-03,192.168.1.20,09:15:00,75,export report,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 09:45:00,2026-04-03,192.168.1.20,09:15:00,75,python3 analysis.py,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 09:55:00,2026-04-03,192.168.1.20,09:15:00,75,python3 analysis.py,system,2,7
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-03 09:58:00,2026-04-03,192.168.1.30,09:00:00,470,save file,documents,1,8
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 10:05:00,2026-04-03,192.168.1.20,09:15:00,75,python3 analysis.py,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 10:15:00,2026-04-03,192.168.1.20,09:15:00,75,logout,logs,2,7
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-03 10:56:00,2026-04-03,192.168.1.30,09:00:00,470,cd /home/jwalker/docs,system,1,8
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-03 11:54:00,2026-04-03,192.168.1.30,09:00:00,470,edit file,documents,1,8
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-03 12:52:00,2026-04-03,192.168.1.30,09:00:00,470,login,logs,1,8
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 12:55:00,2026-04-03,192.168.1.20,12:55:00,60,login,logs,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 13:03:00,2026-04-03,192.168.1.20,12:55:00,60,cat /var/log/auth.log,logs,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 13:11:00,2026-04-03,192.168.1.20,12:55:00,60,login,logs,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 13:19:00,2026-04-03,192.168.1.20,12:55:00,60,python3 analysis.py,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 13:27:00,2026-04-03,192.168.1.20,12:55:00,60,open dashboard,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 13:35:00,2026-04-03,192.168.1.20,12:55:00,60,open dashboard,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 13:43:00,2026-04-03,192.168.1.20,12:55:00,60,logout,logs,2,7
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-03 13:50:00,2026-04-03,192.168.1.30,09:00:00,470,open file,documents,1,8
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-03 13:57:00,2026-04-03,192.168.1.10,13:57:00,30,login,logs,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-03 14:02:00,2026-04-03,192.168.1.10,13:57:00,30,login,logs,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-03 14:07:00,2026-04-03,192.168.1.10,13:57:00,30,systemctl,system,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-03 14:12:00,2026-04-03,192.168.1.10,13:57:00,30,systemctl,system,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-03 14:17:00,2026-04-03,192.168.1.10,13:57:00,30,systemctl,system,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-03 14:22:00,2026-04-03,192.168.1.10,13:57:00,30,logout,logs,3,6
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-03 14:48:00,2026-04-03,192.168.1.30,09:00:00,470,open file,documents,1,8
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-03 15:46:00,2026-04-03,192.168.1.30,09:00:00,470,logout,logs,1,8
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 16:04:00,2026-04-03,192.168.1.20,16:04:00,35,login,logs,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 16:09:00,2026-04-03,192.168.1.20,16:04:00,35,login,logs,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 16:14:00,2026-04-03,192.168.1.20,16:04:00,35,export report,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 16:19:00,2026-04-03,192.168.1.20,16:04:00,35,open dashboard,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 16:24:00,2026-04-03,192.168.1.20,16:04:00,35,open dashboard,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 16:29:00,2026-04-03,192.168.1.20,16:04:00,35,python3 analysis.py,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-03 16:34:00,2026-04-03,192.168.1.20,16:04:00,35,logout,logs,2,7
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-04 08:27:00,2026-04-04,192.168.1.10,08:27:00,60,login,logs,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-04 08:37:00,2026-04-04,192.168.1.10,08:27:00,60,apt update,system,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-04 08:47:00,2026-04-04,192.168.1.10,08:27:00,60,logout,logs,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-04 08:57:00,2026-04-04,192.168.1.10,08:27:00,60,systemctl,system,3,6
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-04 09:05:00,2026-04-04,192.168.1.30,09:05:00,470,login,logs,1,8
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-04 09:07:00,2026-04-04,192.168.1.10,08:27:00,60,login,logs,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-04 09:17:00,2026-04-04,192.168.1.10,08:27:00,60,logout,logs,3,6
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-04 09:19:00,2026-04-04,192.168.1.20,09:19:00,75,login,logs,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-04 09:29:00,2026-04-04,192.168.1.20,09:19:00,75,export report,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-04 09:39:00,2026-04-04,192.168.1.20,09:19:00,75,cat /var/log/auth.log,logs,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-04 09:49:00,2026-04-04,192.168.1.20,09:19:00,75,logout,logs,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-04 09:59:00,2026-04-04,192.168.1.20,09:19:00,75,cat /var/log/syslog,logs,2,7
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-04 10:03:00,2026-04-04,192.168.1.30,09:05:00,470,logout,logs,1,8
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-04 10:09:00,2026-04-04,192.168.1.20,09:19:00,75,python3 analysis.py,system,2,7
normal,2,Sarah Ahmed,sahmed,Cybersecurity Analyst,Security Operations (SOC),Read + Monitoring Tools,2026-04-04 10:19:00,2026-04-04,192.168.1.20,09:19:00,75,logout,logs,2,7
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-04 11:01:00,2026-04-04,192.168.1.30,09:05:00,470,edit file,documents,1,8
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-04 11:59:00,2026-04-04,192.168.1.30,09:05:00,470,open file,documents,1,8
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-04 12:57:00,2026-04-04,192.168.1.30,09:05:00,470,open file,documents,1,8
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-04 13:55:00,2026-04-04,192.168.1.30,09:05:00,470,open file,documents,1,8
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-04 14:53:00,2026-04-04,192.168.1.30,09:05:00,470,save file,documents,1,8
normal,3,James Walker,jwalker,Business Operations Associate,Operations,Standard User,2026-04-04 15:51:00,2026-04-04,192.168.1.30,09:05:00,470,logout,logs,1,8
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-05 08:26:00,2026-04-05,192.168.1.10,08:26:00,60,login,logs,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-05 08:36:00,2026-04-05,192.168.1.10,08:26:00,60,login,logs,3,6
normal,1,Daniel Carter,dcarter,Senior Systems Administrator,IT Infrastructure,Root / sudo,2026-04-05 08:46:00,2026-04-05,192.168.1.10,08:26:00,60,login,logs,3,6
